"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       1       |      4.1       |         4          |     43.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       2       |      6.81      |    OUT OF BLOCK    |     91.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       3       |     11.68      |         1          |    171.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       4       |     14.56      |    OUT OF BLOCK    |    219.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       5       |     20.62      |         1          |    320.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       6       |     24.41      |         2          |    383.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       7       |     33.18      |         2          |    531.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       8       |     44.27      |         3          |    720.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       9       |     53.81      |         3          |    882.0     |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       10      |      62.1      |    OUT OF BLOCK    |    1017.0    |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       11      |     66.33      |         2          |    1086.0    |
+---------------+----------------+--------------------+--------------+"
"+---------------+----------------+--------------------+--------------+
| Bounce_Number | Time_of_Bounce | Quadrant_of_Bounce | Frame_Number |
+---------------+----------------+--------------------+--------------+
|       12      |     74.12      |          2         |    1218.0    |
+---------------+----------------+--------------------+--------------+"
